	AM01	AM02	AM03	AM04	AM05	AM06	AM07	AM08	AM09	AM10	AM11	AM12	AM13	AM14	AM15	AM16	AM17	AM18	AM19	AM20	AM21	AM22	AM23	AM24	AM26	AM27	AM28	AM29	AM30	AM31	AM32	AM33	AM34	AM35	AM36	AM37	AM38	AM39	AM40	AM41	AM42	AM43	AM44	AM45	AM46	AM47	AM48
ASV_134	0	78	101	16	0	572	40	126	0	153	92	76	35	69	79	0	38	78	58	188	23	0	0	0	0	193	66	103	51	167	463	121	157	92	49	177	86	56	36	56	81	42	234	111	115	28	115
ASV_135	40	73	34	108	0	116	118	79	122	338	85	99	128	0	87	49	28	74	68	52	94	333	86	54	373	43	41	0	558	81	0	0	131	18	106	44	12	21	0	0	0	0	23	0	60	627	0
ASV_136	34	23	16	291	0	21	353	15	411	164	210	151	264	88	132	220	66	143	379	61	181	0	250	55	0	43	0	234	0	16	0	14	0	0	145	27	41	14	106	31	36	0	24	53	44	0	46
ASV_137	124	457	148	275	0	28	129	57	522	240	266	0	42	97	200	110	0	50	104	0	0	8	65	59	0	278	0	0	0	31	266	124	25	46	146	56	50	0	147	32	89	0	0	0	93	0	0
ASV_138	17	24	32	230	0	0	27	12	11	107	0	26	0	0	137	27	29	23	47	39	0	855	75	16	893	54	25	0	0	0	0	34	0	22	0	23	0	0	1283	12	13	0	214	0	28	0	0
ASV_139	27	117	170	51	0	78	66	68	66	132	0	48	71	0	87	33	28	18	56	63	69	0	0	72	605	643	108	70	16	223	47	84	51	47	45	142	38	477	60	0	0	43	89	38	51	25	110
ASV_140	62	125	57	0	0	333	59	82	62	129	103	66	0	0	102	0	60	127	66	104	0	0	0	67	31	117	125	75	70	200	155	114	88	113	76	175	86	303	57	104	126	69	184	147	107	31	156
ASV_141	48	0	86	0	0	662	0	39	0	161	59	92	0	0	122	0	60	81	86	116	73	0	0	136	145	156	291	128	91	197	0	88	150	113	0	192	84	97	0	60	87	0	141	71	147	50	203
ASV_142	0	359	0	0	0	323	156	103	97	410	0	88	154	0	164	0	256	172	243	158	0	0	0	134	60	117	0	90	0	0	68	0	63	141	254	0	113	27	0	0	0	0	0	0	74	0	433
ASV_143	52	52	0	1830	0	80	527	0	150	0	80	126	189	0	93	0	36	118	58	45	0	0	137	34	43	55	0	141	0	92	0	0	0	28	52	64	22	0	52	22	0	0	0	29	0	0	29
ASV_144	134	116	101	0	0	162	0	80	0	0	82	170	0	57	112	110	55	0	82	171	0	0	32	170	0	66	121	94	130	0	0	220	37	110	99	128	112	125	199	187	149	93	230	167	112	98	115
ASV_145	75	58	0	196	0	22	169	54	86	0	110	74	0	42	61	64	32	91	153	51	248	0	700	82	36	0	0	68	932	222	212	0	0	22	60	34	37	0	56	0	40	57	0	0	36	0	0
ASV_146	71	14	20	0	0	26	20	36	0	88	20	65	51	0	50	0	190	22	49	55	16	597	0	39	34	49	45	246	72	72	156	349	89	108	73	311	52	62	11	0	190	90	438	7	182	0	61
ASV_147	0	56	0	53	0	296	368	89	200	0	200	108	17	48	265	344	125	0	0	0	46	0	71	92	0	0	48	459	12	0	227	18	66	137	230	0	15	53	73	231	74	0	0	103	0	0	0
ASV_148	164	36	50	44	0	51	82	40	82	141	87	94	160	21	104	81	104	79	464	84	360	0	154	53	0	7	41	37	13	59	108	15	705	44	16	20	61	21	175	24	22	0	0	26	42	17	129
ASV_149	0	145	132	33	0	140	86	100	105	0	161	104	38	44	53	35	54	34	238	55	725	0	0	66	0	188	65	645	0	0	38	0	31	26	142	83	166	19	0	0	66	0	0	49	177	0	57
ASV_150	350	101	41	343	0	87	609	17	206	0	84	142	0	110	234	54	76	136	102	32	73	12	44	29	0	109	42	0	18	40	102	0	20	26	410	0	0	15	210	36	10	19	22	39	72	7	15
ASV_151	81	68	36	233	0	0	143	38	218	138	258	104	119	381	121	142	60	73	129	34	313	0	61	0	41	37	72	155	88	114	0	67	29	20	265	55	56	12	75	9	26	0	28	90	48	32	0
ASV_152	266	0	103	0	0	0	0	0	0	515	0	0	0	0	0	0	0	567	560	282	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	158	156	0	0	0	0	0	169	0	328	220	152
ASV_153	91	55	71	15	0	61	48	103	21	145	27	142	203	26	76	43	187	23	103	31	18	0	0	99	634	191	171	67	27	35	179	109	111	51	35	65	17	361	0	32	24	65	0	56	83	24	63
ASV_154	59	97	127	246	0	0	141	455	89	195	177	49	96	90	74	35	78	74	60	83	80	0	104	98	237	77	23	41	0	98	45	66	97	0	104	37	49	33	49	27	0	209	0	0	28	39	101
ASV_155	64	0	0	357	0	0	745	48	190	72	155	76	176	344	104	313	0	163	91	84	66	0	100	140	79	0	0	0	0	70	67	0	0	68	46	0	0	0	0	71	0	0	0	51	73	0	38
ASV_156	29	150	96	0	0	128	0	35	0	153	78	113	38	47	69	167	44	50	52	119	68	711	13	85	377	91	74	81	76	98	200	90	0	19	0	69	35	11	62	0	54	0	37	104	33	0	75
ASV_157	141	64	21	13	0	9	71	0	0	97	55	41	22	26	58	10	140	111	0	103	0	0	0	77	8	356	32	123	48	194	478	79	62	135	433	60	0	17	16	22	113	58	37	85	121	67	212
ASV_158	0	0	0	0	0	0	0	11	0	109	0	62	179	0	0	0	0	49	0	12	28	2356	0	0	24	0	0	74	603	41	26	0	0	0	0	0	0	0	0	0	0	0	17	0	217	0	0
ASV_159	0	96	32	122	0	132	96	51	66	29	149	373	0	92	155	26	74	112	151	128	59	0	135	47	445	60	0	93	0	36	132	213	0	46	66	47	75	31	111	32	50	0	21	80	0	0	136
ASV_160	0	183	70	142	0	158	97	28	146	176	92	65	0	599	87	56	63	95	108	59	139	0	178	38	71	170	0	62	0	231	63	0	49	83	0	24	0	0	104	27	23	0	85	74	35	33	33
ASV_161	0	0	0	0	0	0	0	0	0	108	0	0	0	0	21	0	0	0	0	33	0	0	3546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_162	48	104	77	0	0	66	786	49	78	99	0	77	35	15	0	504	58	0	285	83	0	0	0	0	59	34	61	122	37	12	17	109	62	28	359	59	0	38	44	0	0	22	0	104	0	35	86
ASV_163	44	95	77	97	0	33	134	35	48	66	92	61	74	694	35	179	50	69	172	79	46	0	63	123	97	124	31	101	27	29	87	51	13	0	100	58	48	0	95	31	29	0	41	224	48	22	23
ASV_164	54	64	41	17	0	40	79	131	22	163	27	44	104	66	130	37	61	56	176	114	0	0	48	118	166	161	67	72	24	157	234	0	204	0	0	74	27	273	0	15	24	75	47	28	79	272	30
ASV_165	37	61	45	60	0	76	133	42	68	97	59	78	335	0	150	41	81	92	108	53	95	0	120	37	74	137	35	48	815	0	30	56	0	34	65	98	69	0	53	26	0	0	0	39	40	50	69
ASV_166	107	0	187	0	0	202	60	106	0	483	0	132	394	0	106	171	144	94	240	137	112	0	71	78	70	75	0	63	0	104	61	0	0	0	0	72	75	0	0	0	94	0	0	0	0	78	65
ASV_167	0	99	0	47	0	8	74	24	629	85	81	86	0	164	126	27	28	62	19	84	204	491	0	122	38	131	0	51	0	99	134	86	0	67	77	99	38	0	106	0	23	37	37	0	18	0	41
ASV_168	0	32	45	33	0	0	282	69	147	17	166	134	65	328	104	38	0	201	71	48	289	21	132	78	78	100	0	0	280	73	0	0	0	71	144	0	0	55	83	55	0	0	36	175	0	74	0
ASV_169	0	240	169	45	0	0	0	23	0	0	215	93	0	418	104	50	76	0	56	60	161	0	145	0	0	57	39	88	74	376	47	330	55	40	126	51	42	0	0	63	0	0	64	127	0	0	60
ASV_170	84	114	114	0	0	87	80	199	76	272	93	64	90	49	81	140	106	84	65	68	0	0	54	49	311	196	0	62	0	0	128	188	77	40	64	0	59	41	38	0	51	22	32	80	64	49	0
ASV_171	42	0	0	181	0	0	152	0	142	253	120	147	390	523	97	0	0	102	0	0	0	0	36	112	0	163	0	325	0	75	0	0	55	25	0	37	27	0	56	61	27	0	0	184	74	0	37
ASV_172	47	143	80	47	0	82	131	59	74	0	84	83	40	0	71	0	87	104	0	106	0	0	0	75	695	0	64	46	174	274	0	222	0	0	0	0	41	101	62	139	69	41	0	61	48	39	38
ASV_173	0	289	75	0	0	0	310	0	0	90	161	86	0	645	0	127	0	45	32	0	0	0	63	0	176	0	64	0	0	256	0	290	0	58	0	131	110	37	0	0	0	13	0	263	0	94	0
ASV_174	83	68	67	234	0	150	198	23	83	134	58	186	37	0	79	120	99	132	129	115	174	0	71	146	113	101	15	94	28	18	33	67	46	58	47	36	35	18	17	11	0	49	0	10	84	12	30
ASV_175	304	43	68	9	0	54	17	19	0	463	13	61	258	0	17	16	56	19	96	29	48	0	48	53	167	116	27	24	11	64	185	153	138	31	44	99	57	18	0	16	62	22	9	14	105	36	210
ASV_176	0	86	99	30	0	0	0	0	26	31	34	28	0	40	0	2417	0	21	68	0	0	0	15	0	30	56	0	62	0	27	41	44	0	0	0	0	0	0	44	0	0	33	0	63	0	0	0
ASV_177	0	453	161	49	0	0	220	0	431	81	254	92	0	0	0	0	88	44	90	38	0	0	0	61	89	200	0	26	65	0	180	56	0	0	153	0	65	100	143	0	0	39	0	40	0	0	57
ASV_178	0	105	97	0	0	201	58	34	84	117	83	65	22	38	99	0	58	0	67	127	101	0	34	55	360	19	27	55	59	175	132	276	0	61	83	24	33	21	24	0	36	37	26	44	33	35	178
ASV_179	0	153	0	276	0	200	173	0	108	0	40	0	0	0	0	0	0	0	71	0	0	61	0	0	89	106	0	34	0	62	285	0	61	104	79	0	0	31	166	405	148	0	226	0	95	0	198
ASV_180	227	222	115	136	0	0	276	26	159	120	220	95	89	107	82	121	63	62	86	32	80	0	94	0	0	108	0	0	0	0	20	34	46	0	319	44	47	47	44	20	0	24	0	0	0	0	0
ASV_181	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3064	0	0	11	0	0
ASV_182	0	184	0	228	18	0	323	0	102	262	247	98	104	15	71	142	0	163	167	49	164	0	98	0	0	0	0	55	0	0	54	25	0	36	120	54	0	0	152	0	0	61	0	92	0	0	0
ASV_183	0	0	0	372	0	10	0	0	56	15	0	0	28	0	19	0	8	37	19	37	11	1705	86	24	0	0	0	0	0	39	0	11	13	130	0	175	0	210	0	0	54	11	0	0	0	0	0
ASV_184	55	68	31	67	0	103	0	0	61	108	42	104	25	37	65	64	43	44	195	72	73	0	64	100	22	0	33	40	73	94	0	142	73	50	372	33	91	59	0	38	62	31	72	279	84	0	0
ASV_185	0	0	0	1163	0	107	132	26	91	82	97	92	47	90	98	94	55	71	58	79	119	261	105	0	0	0	0	0	0	99	0	0	0	0	60	42	0	0	0	0	0	0	0	0	0	0	0
ASV_186	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	1638	0	0	0	165	0	0	0	0	455	0	168	0	0	78	0	0	0	0	150	0	0	0	142	0	0
ASV_187	0	71	0	0	0	0	148	0	78	79	54	0	0	39	186	0	52	286	59	0	0	0	0	68	91	119	0	0	47	223	0	135	52	145	57	54	85	0	70	0	0	99	0	114	0	111	506
ASV_188	12	25	24	36	0	32	0	20	0	138	0	70	35	0	61	0	160	48	11	66	17	1349	67	35	124	244	36	11	7	0	0	46	32	46	0	43	0	52	0	10	73	0	10	40	0	4	33
ASV_189	45	80	53	63	0	25	78	15	44	15	86	16	40	13	154	114	62	61	72	35	0	0	12	21	12	237	0	87	0	96	0	29	57	52	48	38	26	8	26	917	42	0	44	43	60	47	36
ASV_190	0	125	30	108	0	120	0	34	0	32	60	0	0	125	81	29	82	28	77	31	83	0	0	29	37	55	54	15	44	380	73	495	0	0	0	0	60	175	0	88	75	69	0	0	121	193	0
ASV_191	20	85	43	58	0	0	43	204	95	135	144	35	73	97	127	61	0	42	80	34	57	0	89	85	24	0	296	65	19	51	169	28	127	17	200	9	0	36	51	21	17	48	21	51	122	9	12
ASV_192	0	42	0	122	0	0	105	0	296	0	250	170	0	0	0	94	0	235	0	0	163	0	0	0	266	94	0	113	0	0	0	56	0	0	0	56	0	34	0	0	0	0	0	717	42	0	110
ASV_193	25	63	0	42	0	138	87	30	60	75	132	85	36	445	41	201	39	0	0	55	0	0	0	51	35	114	18	68	47	195	23	146	0	34	168	42	32	32	48	39	34	0	41	87	63	50	0
ASV_194	28	66	11	55	0	12	0	240	90	32	112	278	80	95	122	392	35	100	71	0	0	0	0	74	37	51	61	0	0	0	0	104	0	56	166	0	33	20	105	0	14	0	0	125	230	6	0
ASV_195	41	81	70	0	0	0	50	57	0	127	66	101	106	46	89	72	101	0	130	73	129	0	0	110	66	106	81	0	0	76	241	96	55	64	62	171	93	94	57	40	42	0	0	52	0	37	0
ASV_196	0	0	136	0	0	0	0	0	0	0	133	0	88	222	0	49	0	0	47	0	86	228	44	0	0	148	0	168	218	208	0	344	81	0	0	86	48	0	60	66	0	0	51	118	0	0	244
ASV_197	62	193	202	14	0	121	0	37	29	31	32	108	0	20	85	35	68	0	44	98	0	179	36	64	105	100	27	51	0	21	383	116	64	61	25	59	24	86	0	58	15	16	34	108	0	0	61
ASV_198	79	125	79	94	0	61	95	119	60	72	74	54	35	43	71	70	77	90	41	64	84	0	17	94	91	29	46	42	15	52	153	33	54	38	47	75	87	57	42	44	71	43	20	96	29	45	55
ASV_199	31	92	27	43	0	104	61	35	67	2	55	23	15	91	153	73	45	32	133	52	77	0	48	60	15	148	47	39	77	230	71	36	93	31	50	68	13	50	22	131	83	63	52	53	118	40	0
ASV_200	0	60	0	45	25	117	35	104	113	0	76	148	0	60	114	55	145	145	185	135	5	0	68	109	69	47	0	0	57	118	24	54	48	0	82	79	102	128	0	0	108	0	0	147	0	16	17
ASV_201	0	0	0	81	0	59	0	57	0	0	142	104	32	137	114	0	0	0	0	84	57	360	60	0	175	0	0	140	72	312	0	106	0	44	0	0	194	0	78	85	52	0	0	133	65	0	0
ASV_202	29	132	34	80	0	115	364	27	83	115	121	62	29	70	23	170	60	66	103	0	216	0	151	36	19	32	0	115	0	35	192	73	0	0	0	48	0	0	0	0	0	36	0	48	33	0	14
ASV_203	67	108	15	62	0	61	58	13	22	19	68	91	31	28	94	23	120	21	24	22	10	13	47	54	22	190	76	42	29	21	71	30	106	27	32	25	106	75	73	152	110	86	85	53	127	60	31
ASV_204	26	22	39	60	0	0	288	20	32	178	14	30	325	0	43	22	53	35	75	14	58	0	0	173	235	77	25	80	0	0	44	15	57	0	70	47	34	8	46	12	49	72	0	42	33	0	225
ASV_205	75	54	89	0	0	0	59	62	0	40	0	33	61	0	31	0	95	0	68	75	0	0	0	165	0	0	0	35	0	75	52	238	28	16	0	0	0	1043	44	0	40	0	44	0	60	89	0
ASV_206	0	0	115	159	0	0	229	0	90	116	161	12	117	281	93	40	59	0	58	89	60	213	108	0	0	92	0	0	0	0	0	0	0	0	150	0	0	0	105	107	32	0	53	117	0	0	0
ASV_207	31	0	0	341	0	38	0	585	0	41	0	0	0	0	79	501	27	71	125	34	21	126	128	81	75	39	64	35	73	0	0	26	36	0	0	0	0	0	0	0	20	0	0	0	43	0	0
ASV_208	501	420	341	0	0	66	26	11	66	153	53	184	23	0	35	0	28	58	73	34	0	0	18	125	75	20	0	32	0	52	0	22	0	0	73	61	0	0	0	0	29	0	0	22	0	0	25
ASV_209	194	0	33	60	0	94	60	30	41	126	27	46	165	0	53	32	53	0	107	112	143	0	87	85	0	0	20	49	17	39	72	101	60	0	63	337	76	19	0	18	111	32	20	0	0	12	21
ASV_210	70	61	0	215	0	0	172	0	133	0	125	78	113	632	93	61	0	99	39	30	196	0	101	49	0	54	0	15	0	0	124	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	100
ASV_211	52	87	0	0	0	260	0	74	0	113	0	0	0	0	79	0	57	0	0	104	0	0	0	0	113	118	167	0	45	190	94	0	123	80	0	137	76	103	0	0	60	0	82	95	99	0	161
ASV_212	0	0	0	0	0	0	0	0	0	0	0	0	0	2504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_213	99	0	0	0	0	20	28	46	0	89	0	0	75	0	0	0	81	35	71	15	16	0	12	34	0	45	32	0	50	67	36	0	0	33	0	233	0	21	0	0	55	0	0	0	42	1262	0
ASV_214	90	49	22	129	0	32	296	53	124	0	85	190	23	0	130	0	58	120	30	37	107	0	24	22	42	31	0	28	0	0	0	0	0	12	527	27	25	21	42	47	0	31	0	31	0	5	0
ASV_215	0	38	18	0	0	67	256	76	86	85	117	58	0	139	113	56	0	95	102	18	0	0	50	71	30	79	152	80	0	0	15	21	96	0	151	65	47	137	68	50	0	36	0	0	0	0	0
ASV_216	0	0	0	0	0	0	0	80	0	269	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	515	149	0	0	560	0	0	0	0	0	217	0	0	0	0	0	481	0	0	0
ASV_217	13	31	37	0	0	57	20	24	0	0	47	115	0	54	42	248	31	17	42	43	95	589	0	34	65	38	28	50	76	66	1	47	41	50	34	31	42	0	74	6	25	29	0	130	69	0	0
ASV_218	46	68	42	5	0	106	51	45	33	66	47	95	87	130	61	38	57	28	106	53	16	4	40	45	77	90	16	37	35	96	20	78	139	61	82	49	34	22	28	110	54	0	40	21	43	34	0
ASV_219	16	31	18	175	0	27	480	24	34	71	144	141	104	22	100	80	23	13	194	43	0	0	132	20	86	23	0	66	0	0	0	0	0	86	57	15	0	0	25	25	13	13	13	15	43	19	17
ASV_220	38	51	41	16	0	14	50	56	39	0	0	71	91	0	39	61	115	0	64	23	0	0	0	78	481	34	0	0	0	34	381	0	388	21	0	0	0	90	0	0	48	0	0	0	34	0	0
ASV_221	395	0	0	60	0	0	172	0	25	79	30	140	245	0	34	151	20	48	54	54	113	0	15	56	0	186	0	28	0	34	61	18	23	27	25	79	41	0	0	27	19	0	0	0	71	12	0
ASV_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_223	0	51	0	89	0	42	569	18	115	48	76	86	98	115	37	162	15	46	41	0	42	0	0	17	0	46	0	392	0	29	0	0	56	31	99	0	19	0	0	0	0	0	0	0	0	0	0
ASV_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2314	0	0	0	0	0
ASV_225	32	0	0	16	0	47	47	0	0	41	52	96	0	95	69	23	37	36	84	0	0	0	0	41	73	102	517	70	0	54	41	153	7	60	112	45	0	0	47	50	68	12	51	44	0	29	61
ASV_226	11	16	19	246	0	73	22	17	23	6	27	68	0	0	41	13	31	50	54	42	0	328	62	38	159	192	23	110	0	0	0	127	20	77	14	351	10	0	0	0	0	0	23	0	0	0	0
ASV_227	0	0	0	2147	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	9	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_228	0	0	13	0	0	0	0	0	0	58	0	0	64	0	0	41	0	0	0	0	51	0	0	0	0	0	0	0	2000	0	34	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV_229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_230	0	101	58	127	0	0	117	56	106	69	210	157	210	0	61	61	40	63	0	0	111	0	0	0	57	0	0	0	0	0	0	61	394	0	149	0	0	0	0	59	0	0	0	0	0	0	0
ASV_231	0	82	0	22	0	27	58	13	87	88	147	75	64	266	115	41	37	41	15	39	94	0	0	60	27	60	0	42	20	72	0	138	75	50	31	41	53	58	0	23	57	36	28	51	30	0	0
ASV_232	0	167	79	74	0	0	331	0	45	96	198	64	100	39	75	109	95	75	26	30	0	0	80	60	0	0	0	112	34	0	0	29	0	0	177	11	0	0	97	0	22	0	29	0	0	0	0
ASV_233	104	134	90	94	0	28	85	16	185	0	76	0	137	154	93	65	76	0	50	0	258	0	0	48	0	60	0	0	0	46	0	0	40	0	123	0	45	0	0	41	0	0	0	0	138	42	0
ASV_234	23	0	0	22	0	67	27	0	179	20	53	74	40	23	93	25	22	27	0	23	47	0	0	71	0	97	8	0	21	344	32	131	48	0	23	24	0	0	23	49	67	0	0	341	92	85	0
ASV_235	40	0	26	92	0	36	67	0	55	110	13	0	0	59	70	62	30	0	9	0	24	0	15	12	0	60	0	0	1005	0	0	28	0	0	252	17	30	13	43	0	0	0	0	0	0	0	8
ASV_236	0	21	0	1105	0	26	68	0	66	0	82	73	8	0	66	0	9	76	0	12	270	0	168	0	0	0	0	18	0	43	0	31	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
ASV_237	27	23	56	24	0	114	224	20	63	43	96	44	113	23	49	115	49	55	57	71	109	0	42	79	37	37	28	72	77	7	0	32	0	16	31	29	6	27	48	21	20	0	24	56	60	0	34
ASV_238	64	0	0	51	0	0	98	133	100	72	130	108	52	0	0	118	0	121	0	43	0	0	17	129	0	264	32	0	0	0	0	0	0	23	84	0	42	0	0	0	0	123	93	49	23	67	99
ASV_239	0	102	33	0	0	115	254	0	102	136	78	153	335	0	129	60	38	50	107	0	87	0	0	24	0	92	0	0	0	0	0	20	0	0	115	35	0	0	20	0	0	0	0	0	30	0	0
ASV_240	0	0	350	0	0	177	0	0	0	0	0	0	412	0	0	0	44	121	82	0	0	0	0	0	152	0	106	0	0	0	0	0	118	0	0	353	0	0	0	0	0	0	0	0	184	0	0
ASV_241	0	14	31	34	0	0	35	0	37	555	0	33	0	0	50	30	47	17	94	27	157	351	0	0	49	0	0	23	0	37	0	11	17	8	10	49	101	19	23	35	36	12	13	25	50	0	61
ASV_242	85	87	37	30	0	98	97	72	39	167	41	47	39	27	57	31	68	58	189	23	0	0	0	39	57	46	24	23	16	0	15	0	83	26	41	58	75	0	31	0	29	12	9	80	0	0	104
ASV_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	105	0	0	0	0	0	0	86	0	0	0	0	0	270	0	150	123	125	0	0	208	0	0	207	182	0	201	0	0	301	0
ASV_244	0	0	0	135	0	98	168	0	222	0	162	0	0	237	144	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	105	0	0	0	200	73	0	124	0	0	0	0	0	266	0	0	0
ASV_245	66	33	0	229	0	68	245	0	109	111	35	81	39	0	85	57	22	101	58	0	0	0	0	0	0	55	0	46	0	20	0	0	0	0	471	47	0	0	0	0	0	0	0	0	61	0	0
ASV_246	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	106	0	0	178	0	0	0	24	0	0	0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_247	44	95	160	33	0	237	1	54	50	0	0	16	170	22	30	12	25	350	73	142	32	0	7	120	42	0	14	32	32	1	10	7	30	44	0	58	0	3	15	28	2	0	0	17	0	0	17
ASV_248	0	0	0	0	0	76	0	0	0	99	0	0	63	0	73	0	0	0	63	107	81	258	0	112	149	0	0	52	0	103	292	94	0	109	0	101	97	0	0	0	0	0	0	0	0	0	62
ASV_249	60	60	0	134	0	89	231	34	39	112	144	105	84	105	0	106	119	51	0	0	0	0	34	90	83	0	0	135	37	0	0	0	31	0	0	0	0	20	0	0	0	41	0	0	0	0	29
ASV_250	37	26	0	19	0	34	49	16	49	59	37	88	241	18	134	105	32	52	23	68	52	197	25	26	0	26	0	24	0	77	67	11	12	34	72	0	44	38	47	37	24	22	20	15	13	0	0
ASV_251	0	74	50	0	0	0	0	0	85	339	0	102	59	0	109	143	0	0	0	0	46	0	0	30	215	0	0	88	134	96	0	0	61	88	66	0	0	0	0	0	0	98	54	0	0	0	20
ASV_252	41	38	46	10	0	19	27	25	15	218	0	38	86	0	123	14	37	30	128	79	27	0	15	27	0	30	75	43	11	11	92	64	62	8	14	39	20	112	15	16	131	55	0	0	80	22	13
ASV_253	0	221	313	15	0	26	32	29	31	120	22	33	36	14	82	0	23	56	104	44	21	0	57	97	0	0	0	7	0	137	0	0	29	10	56	187	7	17	0	0	67	8	0	0	13	0	37
ASV_254	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	1204	127	0	0	109	88	0	0	80	0	0	0	0	0	112	0	0
ASV_255	18	16	21	0	0	24	24	98	15	92	0	57	89	0	22	60	13	53	56	20	0	0	14	33	3	512	69	20	5	119	25	30	37	18	25	46	0	17	10	29	0	64	0	0	147	34	0
ASV_256	0	47	43	51	0	61	59	65	0	122	32	38	43	0	51	63	47	52	112	57	87	39	60	207	40	15	0	30	82	0	59	56	40	41	0	45	62	0	0	0	0	22	0	34	33	0	35
ASV_257	41	39	0	53	0	59	0	36	0	67	0	62	0	10	137	60	0	44	40	83	39	0	0	18	74	210	0	51	28	190	0	27	0	14	27	55	0	32	49	75	175	0	50	63	0	0	20
ASV_258	0	0	0	96	0	0	0	0	0	0	0	47	30	0	24	0	18	20	72	9	0	1368	61	0	0	33	0	37	0	20	0	0	0	34	35	17	0	0	0	0	0	0	0	0	0	0	0
ASV_259	49	26	44	30	0	66	0	53	0	70	29	30	20	32	363	0	43	46	64	44	34	0	54	57	56	41	25	10	21	58	61	88	33	37	30	9	40	7	108	0	38	0	0	32	27	0	35
ASV_260	58	0	64	0	0	0	61	0	68	183	111	65	153	114	110	72	0	0	120	0	32	356	0	66	0	0	0	57	24	0	0	0	0	27	0	38	0	0	0	34	0	0	0	48	0	45	0
ASV_261	39	65	34	110	0	0	0	0	67	56	50	73	0	0	0	29	47	29	335	0	22	0	33	64	25	122	43	96	48	0	36	28	80	0	92	14	67	0	0	0	0	0	35	86	54	23	0
ASV_262	0	98	91	0	0	0	0	0	0	69	0	0	138	0	136	0	27	315	0	28	41	305	0	26	0	63	0	0	14	136	71	0	22	0	0	151	58	0	0	0	27	0	0	0	71	0	0
ASV_263	0	0	0	61	0	118	53	71	0	44	120	105	0	78	93	71	53	80	85	0	0	0	0	68	0	62	105	0	40	51	0	285	0	0	0	66	0	29	0	0	0	0	77	72	0	0	0
ASV_264	38	23	54	81	0	103	49	76	0	0	75	93	83	120	35	97	55	43	32	65	0	0	64	29	65	44	63	0	0	27	20	84	0	55	0	39	74	14	0	3	0	0	0	44	124	0	0
ASV_265	75	68	39	50	0	0	158	0	66	159	74	41	102	0	46	75	0	56	88	0	114	0	0	58	0	35	88	0	0	0	0	0	0	0	68	0	61	0	0	30	0	0	0	71	117	0	121
ASV_266	88	0	0	0	0	115	0	0	0	0	0	0	0	150	0	33	46	0	78	0	0	0	0	60	0	67	0	199	0	0	114	0	0	0	0	0	0	157	157	32	95	0	0	435	0	0	33
ASV_267	0	0	0	705	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_268	0	0	0	0	0	80	0	0	0	0	407	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	297	220	0	0	0	0	0	0	0	604	0	0	81	0	0	0	0	0	0	0
ASV_269	0	0	0	232	0	0	103	0	0	0	334	446	0	0	383	0	0	0	0	0	249	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_270	83	37	56	110	0	127	199	50	71	3	103	22	0	16	63	68	77	90	91	54	93	0	17	29	0	27	0	70	42	0	0	61	0	0	4	93	0	0	0	0	0	63	0	0	0	0	0
